part_id,revision,quantity,material,process,critical_tolerance,datum_scheme,inspection,status,step_file,dxf_file,drawing_pdf,sha256_step,sha256_dxf,sha256_pdf,release_gate
GGM_JackInnerSpacer_front,final-design-fabrication-closure-v0.8,1,steel ID12.1 OD17 shim/spacer; inner ring only,강관/washer 선삭,"모두 OD17.00 -0.05/0, ID12.10 +0.03/0. 길이는 대응 부품표2.60/2.00/3.00/1.00 mm.; 길이 +/-0.02, 양 끝면 평행도0.02, Ra1.6. 외륜/씰이 아닌 내륜만 누른다.; 최종 collar와 shim은 두 bearing 사이 강제 예압 없이 축방향 유격0.05~0.20에서 선택.",drawing D14 axis Y; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_JackInnerSpacer_front.step,GGM_JackInnerSpacer_front.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,b5049427361af6077a2500ed2768a34a67f562524dbf22cc238eb967baf08e5e,89046d7ea51637effdc6459c1665eca7c6d615a41a5f680e69956da9fc5b266a,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_JackInnerSpacer_pinionfront,final-design-fabrication-closure-v0.8,1,steel ID12.1 OD17 shim/spacer; inner ring only,강관/washer 선삭,"모두 OD17.00 -0.05/0, ID12.10 +0.03/0. 길이는 대응 부품표2.60/2.00/3.00/1.00 mm.; 길이 +/-0.02, 양 끝면 평행도0.02, Ra1.6. 외륜/씰이 아닌 내륜만 누른다.; 최종 collar와 shim은 두 bearing 사이 강제 예압 없이 축방향 유격0.05~0.20에서 선택.",drawing D14 axis Y; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_JackInnerSpacer_pinionfront.step,GGM_JackInnerSpacer_pinionfront.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,5b36dbd2a6acd35431c63957c8c72586e43cf6e60d390d3649447946b19c3e9e,89046d7ea51637effdc6459c1665eca7c6d615a41a5f680e69956da9fc5b266a,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_JackInnerSpacer_pinionrear,final-design-fabrication-closure-v0.8,1,steel ID12.1 OD17 shim/spacer; inner ring only,강관/washer 선삭,"모두 OD17.00 -0.05/0, ID12.10 +0.03/0. 길이는 대응 부품표2.60/2.00/3.00/1.00 mm.; 길이 +/-0.02, 양 끝면 평행도0.02, Ra1.6. 외륜/씰이 아닌 내륜만 누른다.; 최종 collar와 shim은 두 bearing 사이 강제 예압 없이 축방향 유격0.05~0.20에서 선택.",drawing D14 axis Y; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_JackInnerSpacer_pinionrear.step,GGM_JackInnerSpacer_pinionrear.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,c6d1485edcd96d31847a516b0441700a1b9b8682740336e8fda5f1ea821428bb,89046d7ea51637effdc6459c1665eca7c6d615a41a5f680e69956da9fc5b266a,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_JackInnerSpacer_rear,final-design-fabrication-closure-v0.8,1,steel ID12.1 OD17 shim/spacer; inner ring only,강관/washer 선삭,"모두 OD17.00 -0.05/0, ID12.10 +0.03/0. 길이는 대응 부품표2.60/2.00/3.00/1.00 mm.; 길이 +/-0.02, 양 끝면 평행도0.02, Ra1.6. 외륜/씰이 아닌 내륜만 누른다.; 최종 collar와 shim은 두 bearing 사이 강제 예압 없이 축방향 유격0.05~0.20에서 선택.",drawing D14 axis Y; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_JackInnerSpacer_rear.step,GGM_JackInnerSpacer_rear.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,74b6774cfe0980a4b75bf8415d7d0b50b308206ea25845446eefb8c468168aea,89046d7ea51637effdc6459c1665eca7c6d615a41a5f680e69956da9fc5b266a,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_SH_Angle201,final-design-fabrication-closure-v0.8,1,S275 stock angle; continuous3mm fillet both legs; jig before welding,6 mm 판재 두 조각 + 용접,"각 22 x36 x6 foot와22 x100 x6 web. 조립 높이106.00 +/-0.20.; 재고 angle을 잘라도 동일한 두께/외형/접촉면이 필요. 모터판과 바닥판에3 mm 연속 필릿, 비드 간섭 제거.; 용접 jig 상태에서 축 위치 확인. 냉각 후 평면도0.15 및 수직도0.10/100 확인.",drawing D12 axis Y; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_SH_Angle201.step,GGM_SH_Angle201.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,4c66a72b3d409ba7fda00a3d6fa6ff48be36298620de02c5fa878d3a4d52ba02,e49dea748254bb989c729c6d873ded3e3d0bd89ab0beb076fce3c2b557eab5cb,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_SH_Angle83,final-design-fabrication-closure-v0.8,1,S275 stock angle; continuous3mm fillet both legs; jig before welding,6 mm 판재 두 조각 + 용접,"각 22 x36 x6 foot와22 x100 x6 web. 조립 높이106.00 +/-0.20.; 재고 angle을 잘라도 동일한 두께/외형/접촉면이 필요. 모터판과 바닥판에3 mm 연속 필릿, 비드 간섭 제거.; 용접 jig 상태에서 축 위치 확인. 냉각 후 평면도0.15 및 수직도0.10/100 확인.",drawing D12 axis Y; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_SH_Angle83.step,GGM_SH_Angle83.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,c89199362a4ed3f852cb9fcca8ca92c47d54ac660f6b0e10cd125f56b59f5ade,e49dea748254bb989c729c6d873ded3e3d0bd89ab0beb076fce3c2b557eab5cb,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_SH_Base,final-design-fabrication-closure-v0.8,1,6 mm S275 sheet; fourM6 base holes plus fourM5 end-tap post holes,판재 절단 + 드릴,"S275, 235 x 253 x 6.00 mm. 두께 6.00 +/-0.10; 외곽 +/-0.20.; 상면 A, X 최소 모서리 B, Y 최소 모서리 C. 구멍 위치는 좌표표 기준 +/-0.10.; 4xD6.60 +0.10/0: M6 관통. 4xD5.50 +0.10/0: profile 끝단 M5 체결용.; 지지면 평면도 0.15, 버 제거 C0.2. 가공 후 두 rail 위 흔들림 확인.",drawing D01 axis Z; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_SH_Base.step,GGM_SH_Base.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,f856fdcf5eeb642042e0a51bb986f3fee5ce4963f0a2ca04a1e38cbbcc96b803,f4a9346a948a492129d6f02ff97fd16531beee7eedd203ddbc41be1b006d72f7,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_SH_BearingCap271,final-design-fabrication-closure-v0.8,1,2 mm steel; M3 retainer screws,2 mm 판재 절단 + 드릴,"OD46.00 +/-0.10, ID27.40 +0.10/0, t2.00 +/-0.05. 2xD3.40 관통, PCD40.; 외륜에만 접촉. 씰/내륜과 간섭하지 않는지 수령 bearing으로 확인.; M3x10 class8.8와 washer; 유효물림6 mm 이상, 바닥 여유1 mm 이상. 외륜 endplay0.05~0.20을 shim으로 맞춘다.",drawing D09 axis Y; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_SH_BearingCap271.step,GGM_SH_BearingCap271.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,b9eb8deecc88791256f70fa908eecfd0caa59cd52f5e3009325d3f3b5c7eaa26,80241221b4bbc4c4d28a90b3c1f23d2a0f330fc6dbd1970da6b938f3c0d8f463,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_SH_BearingCap283,final-design-fabrication-closure-v0.8,1,2 mm steel; M3 retainer screws,2 mm 판재 절단 + 드릴,"OD46.00 +/-0.10, ID27.40 +0.10/0, t2.00 +/-0.05. 2xD3.40 관통, PCD40.; 외륜에만 접촉. 씰/내륜과 간섭하지 않는지 수령 bearing으로 확인.; M3x10 class8.8와 washer; 유효물림6 mm 이상, 바닥 여유1 mm 이상. 외륜 endplay0.05~0.20을 shim으로 맞춘다.",drawing D09 axis Y; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_SH_BearingCap283.step,GGM_SH_BearingCap283.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,2b6b2ddb2e5dae9fd166f8250d56effcb618f71490af7c0f180be14451bc8e9a,80241221b4bbc4c4d28a90b3c1f23d2a0f330fc6dbd1970da6b938f3c0d8f463,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_SH_BearingCap301,final-design-fabrication-closure-v0.8,1,2 mm steel; M3 retainer screws,2 mm 판재 절단 + 드릴,"OD46.00 +/-0.10, ID27.40 +0.10/0, t2.00 +/-0.05. 2xD3.40 관통, PCD40.; 외륜에만 접촉. 씰/내륜과 간섭하지 않는지 수령 bearing으로 확인.; M3x10 class8.8와 washer; 유효물림6 mm 이상, 바닥 여유1 mm 이상. 외륜 endplay0.05~0.20을 shim으로 맞춘다.",drawing D09 axis Y; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_SH_BearingCap301.step,GGM_SH_BearingCap301.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,c1380b50077ad4c9fa6b53f21a2f0e6d4c9fd9e723d47ce8b8473d59d464d76e,80241221b4bbc4c4d28a90b3c1f23d2a0f330fc6dbd1970da6b938f3c0d8f463,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_SH_BearingCap313,final-design-fabrication-closure-v0.8,1,2 mm steel; M3 retainer screws,2 mm 판재 절단 + 드릴,"OD46.00 +/-0.10, ID27.40 +0.10/0, t2.00 +/-0.05. 2xD3.40 관통, PCD40.; 외륜에만 접촉. 씰/내륜과 간섭하지 않는지 수령 bearing으로 확인.; M3x10 class8.8와 washer; 유효물림6 mm 이상, 바닥 여유1 mm 이상. 외륜 endplay0.05~0.20을 shim으로 맞춘다.",drawing D09 axis Y; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_SH_BearingCap313.step,GGM_SH_BearingCap313.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,0f2d8b0f750964edd8194f90d201c2238a63d36ec2cf654c2bda7ef9d24f7a30,80241221b4bbc4c4d28a90b3c1f23d2a0f330fc6dbd1970da6b938f3c0d8f463,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_SH_BearingPlate273,final-design-fabrication-closure-v0.8,1,"216x60x10 plate,32.03 bore,193x40 asymmetric hole grid; rings retained by caps",판재 + 보링/리머 + 탭,"S275, 216 x60 x10.00 +/-0.05. D32.030 +/-0.010; bore Ra1.6 이하.; 193 x40 hole grid는 축에 대하여 비대칭이다. 좌표표로 가공. 4xD5.50 관통.; 2xD2.50은 M3x0.5 탭드릴 표기. 양면에서 유효 나사6 mm 이상; 캡용 2개 관통탭.; 두 판은 동일 jig로 보링. 합성 축심차0.03 이하 목표; 외륜 endplay는 선택 shim으로0.05~0.20.; R2 front판에만 chain guard tab용2xM3x0.5를 좌표표대로 추가한다.",drawing D04 axis Y; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_SH_BearingPlate273.step,GGM_SH_BearingPlate273.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,53d5b221a49faa2697dfc0c34b41d85396d7b6d01b574c814293cdc053f85a38,b7de54436798d5457ebfbb716f8fc263bddc49ca64d33747e248764cb4ff88cf,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_SH_BearingPlate303,final-design-fabrication-closure-v0.8,1,"216x60x10 plate,32.03 bore,193x40 asymmetric hole grid; rings retained by caps",판재 + 보링/리머 + 탭,"S275, 216 x60 x10.00 +/-0.05. D32.030 +/-0.010; bore Ra1.6 이하.; 193 x40 hole grid는 축에 대하여 비대칭이다. 좌표표로 가공. 4xD5.50 관통.; 2xD2.50은 M3x0.5 탭드릴 표기. 양면에서 유효 나사6 mm 이상; 캡용 2개 관통탭.; 두 판은 동일 jig로 보링. 합성 축심차0.03 이하 목표; 외륜 endplay는 선택 shim으로0.05~0.20.",drawing D04R axis Y; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_SH_BearingPlate303.step,GGM_SH_BearingPlate303.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,454c329080197105ce92d54bb3f72e60cb3efe0385afad86f6fd055a133744f9,b23826274566b95fa5376c9a67ac4d0b4c8358e056e8aa43a38f6cf7d75feb8a,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
